CODE EAN;NOM DU PRODUIT;PRIX DE VENTE TTC
3013643012450;Gouache LEFRANC & BOURGEOIS Study - Fine - Tube: 80 ml - Bleu 063;4,443
3013643012436;Gouache LEFRANC & BOURGEOIS Study - Fine - Tube: 80 ml - Noir 265;4,443
3013643012467;Gouache LEFRANC & BOURGEOIS Study - Fine - Tube: 80 ml - Jaune 153;4,443
3013643012443;Gouache LEFRANC & BOURGEOIS Study - Fine - Tube: 80 ml - Rouge 437;4,443
3013643012412;Boite gouache LEFRANC & BOURGEOIS Study Étudiant- Fine - 5 Tubes de 80 ml;21,432
3173740141368;Pince à dessin BULLDOG - N.3 - Largeur: 57 mm - 03527 (Unitaire);1,456
3173740035285;Pince à dessin BULLDOG - N.4 - Largeur: 65 mm - 03528;2,277
3173740682205;Pince à dessin FOLDBACK à relier - Largeur: 19 mm;0,168
3395800009214;Pince à dessin FOLDBACK à relier - Largeur: 25 mm;0,176
3395800009221;Pince à dessin FOLDBACK à relier - Largeur: 32 mm;0,320
3173740011043;Pince à dessin FOLDBACK à relier - Largeur: 41 mm;0,422
3395800009245;Pince à dessin FOLDBACK à relier - Largeur: 51 mm;0,726
3395800009252;Pince à dessin BULLDOG Nickelée - Largeur: 22 mm;0,207
3395800009269;Pince à dessin BULLDOG Nickelée - Largeur: 31 mm;0,494
3395800009276;Pince à dessin BULLDOG Nickelée - Largeur: 38 mm;0,386
3395800009283;Pince à dessin BULLDOG Nickelée - Largeur: 50 mm;0,593
3395800009290;Pince à dessin BULLDOG Nickelée - Largeur: 63 mm;0,981
3395800009306;Pince à dessin BULLDOG Nickelée - Largeur: 75 mm;1,876
5900422003427;Aérosol (Bombe) SCOTCH 3M - 7024 - Montage définitif;25,677
5900422002710;Aérosol (Bombe) SCOTCH 3M - 7043 - Montage successif;26,603
4064035063016;Colle SCOTCH Universel - Tube vert - 30 ml;4,121
3134375205436;Colle SCOTCH Universel - Tube vert - Sans solvant - 30 ml;4,461
4064035063092;Colle SCOTCH Universel - Tube vert - Extra forte - 30 ml;6,925
3660310045930;Adhésif SCOTCH 465 3M - F:19mm x 55m;32,549
212007294850;Adhésif SCOTCH 465 3M - F:2 5mm x 55m;42,803
21200728235;Adhésif SCOTCH 811 - Magic 2 - F:19mm x 33m;6,094
3134375002677;Adhésif SCOTCH 810 1 - Magic - F:19mm x 33m;5,433
;Plaque de verre dépolie - Non sablée - F:21 x 21 cm - 08/10 eme;47,397
;Plaque de verre dépolie - Non sablée - F:24 x 24 cm - 08/10 eme;47,397
;Plaque de verre dépolie - Non sablée - F:30 x 30 cm - 08/10 eme;51,149
;Plaque de verre dépolie - Non sablée - F:36 x 36 cm - 08/10 eme;60,961
;Tube de rangement CDQV - Tube rond carton gris - D:50 x L:500 mm;4,920
;Tube de rangement CDQV - Tube rond carton gris - D:80 x L:850 mm;13,392
;Tube de rangement CDQV - Tube rond carton gris - D:100 x L:1000 mm;17,520
;Plaque de verre dépolie - Sablée - F:21 x 21 cm - 10/10 eme;53,067
;Plaque de verre dépolie - Sablée - F:24 x 24 cm - 10/10 eme;55,935
;Plaque de verre dépolie - Sablée - F:30 x 30 cm - 10/10 eme;64,913
;Plaque de verre dépolie - Sablée - F:36 x 36 cm - 10/10 eme;71,306
4005401780168;Balayette FABER & CASTELL 1600 - Pour dessinateur;10,316
;Couteau à broyer CDQV - 440 - 18 cm;20,101
7610186013126;Boite crayon aquarelle CARAN D'ACHE Prismalo 1 - 12 crayons assortis 999.312 (Métal);28,531
7610186013188;Boite crayon aquarelle CARAN D'ACHE Prismalo 1 - 18 crayons assortis 99.318 (Métal);40,906
7610186013300;Boite crayon aquarelle CARAN D'ACHE Prismalo 1 - 30 crayons assortis 999.330 (Métal);69,438
7610186013409;Boite crayon aquarelle CARAN D'ACHE Prismalo 1 - 40 crayons assortisS 999.340 (Métal);94,187
7610186263125;Boite pastel à l'huile CARAN D'ACHE - Neopastel - 12 pastels assortis 7400.312 (Métal);34,559
7610186263248;Boite pastel à l'huile CARAN D'ACHE - Neopastel - 24 pastels assortis 7400.324 (Métal);66,451
7610186263484;Boite pastel à l'huile CARAN D'ACHE - Neopastel - 48 pastels assortis 7400.348 (Métal);128,472
7610186270581;Craie CARAN D'ACHE Neopastel;2,589
7610186270581;Craie CARAN D'ACHE Neopastel - Blanc;2,589
7610186270598;Craie CARAN D'ACHE Neopastel - Gris argenté;2,589
7610186270604;Craie CARAN D'ACHE Neopastel - Gris clair;2,589
7610186270611;Craie CARAN D'ACHE Neopastel - Gris acier;2,589
7610186270628;Craie CARAN D'ACHE Neopastel - Gris;2,589
7610186270635;Craie CARAN D'ACHE Neopastel - Gris souris;2,589
7610186270642;Craie CARAN D'ACHE Neopastel - Gris foncé;2,589
7610186270659;Craie CARAN D'ACHE Neopastel - Gris noir;2,589
7610186270666;Craie CARAN D'ACHE Neopastel - Noir;2,589
7610186270673;Craie CARAN D'ACHE Neopastel - Jaune;2,589
7610186270680;Craie CARAN D'ACHE Neopastel - Jaune lumière;2,589
7610186270697;Craie CARAN D'ACHE Neopastel - Jaune olive;2,589
7610186270703;Craie CARAN D'ACHE Neopastel - Vert kaki;2,589
7610186270710;Craie CARAN D'ACHE Neopastel - Vert réséda;2,589
7610186270727;Craie CARAN D'ACHE Neopastel - Olive noir;2,589
7610186270734;Craie CARAN D'ACHE Neopastel - Jaune d'or;2,589
7610186270741;Craie CARAN D'ACHE Neopastel - Orange;2,589
7610186270758;Craie CARAN D'ACHE Neopastel - Jaune paille;2,589
7610186270765;Craie CARAN D'ACHE Neopastel - Ocre d'or;2,589
7610186270772;Craie CARAN D'ACHE Neopastel - Ocre;2,589
7610186270789;Craie CARAN D'ACHE Neopastel - Ocre brun;2,589
7610186270796;Craie CARAN D'ACHE Neopastel - Olive brunâtre;2,589
7610186270802;Craie CARAN D'ACHE Neopastel - Rouge jaune;2,589
7610186270819;Craie CARAN D'ACHE Neopastel - Brun van Dyck;2,589
7610186270826;Craie CARAN D'ACHE Neopastel - Bistre;2,589
7610186270833;Craie CARAN D'ACHE Neopastel - Terre d'ombvre naturelle;2,589
7610186270840;Craie CARAN D'ACHE Neopastel - Rouge orange;2,589
7610186270857;Craie CARAN D'ACHE Neopastel - Saumon;2,589
7610186270864;Craie CARAN D'ACHE Neopastel - Cannelle;2,589
7610186270871;Craie CARAN D'ACHE Neopastel - Brun châtaigne;2,589
7610186270888;Craie CARAN D'ACHE Neopastel - Brun;2,589
7610186270895;Craie CARAN D'ACHE Neopastel - Vermillon;2,589
7610186270901;Craie CARAN D'ACHE Neopastel - Rouge anglais;2,589
7610186270918;Craie CARAN D'ACHE Neopastel - Sanguine;2,589
7610186270925;Craie CARAN D'ACHE Neopastel - Acajou;2,589
7610186270932;Craie CARAN D'ACHE Neopastel - Terre de Sienne brûlée;2,589
7610186270949;Craie CARAN D'ACHE Neopastel - Ecarlate;2,589
7610186270956;Craie CARAN D'ACHE Neopastel - Saumon rose;2,589
7610186270963;Craie CARAN D'ACHE Neopastel - Rouge indien;2,589
7610186270970;Craie CARAN D'ACHE Neopastel - Carmin;2,589
7610186270987;Craie CARAN D'ACHE Neopastel - Rose;2,589
7610186270994;Craie CARAN D'ACHE Neopastel - Pourpre;2,589
7610186271007;Craie CARAN D'ACHE Neopastel - Aubergine;2,589
7610186271014;Craie CARAN D'ACHE Neopastel - Violet pourpre clair;2,589
7610186271021;Craie CARAN D'ACHE Neopastel - Lilas;2,589
7610186271038;Craie CARAN D'ACHE Neopastel - Mauve;2,589
7610186271045;Craie CARAN D'ACHE Neopastel - Violet;2,589
7610186271052;Craie CARAN D'ACHE Neopastel - Bleu royal;2,589
7610186271069;Craie CARAN D'ACHE Neopastel - Bleu pervenche;2,589
7610186271076;Craie CARAN D'ACHE Neopastel - Bleu indigo;2,589
7610186271083;Craie CARAN D'ACHE Neopastel - Bleu outremer;2,589
7610186271090;Craie CARAN D'ACHE Neopastel - Bleu lavande;2,589
7610186271106;Craie CARAN D'ACHE Neopastel - Bleu nuit;2,589
7610186271113;Craie CARAN D'ACHE Neopastel - Bleu saphir;2,589
7610186271120;Craie CARAN D'ACHE Neopastel - Bleu jeans;2,589
7610186271137;Craie CARAN D'ACHE Neopastel - Bleu de Prusse;2,589
7610186271144;Craie CARAN D'ACHE Neopastel - Bleu de cobalt;2,589
7610186271151;Craie CARAN D'ACHE Neopastel - Bleu clair;2,589
7610186271168;Craie CARAN D'ACHE Neopastel - Bleu azur;2,589
7610186271175;Craie CARAN D'ACHE Neopastel - Bleu truquoise;2,589
7610186271182;Craie CARAN D'ACHE Neopastel - Vert de malachite;2,589
7610186271199;Craie CARAN D'ACHE Neopastel - Bleu verdâtre;2,589
7610186271205;Craie CARAN D'ACHE Neopastel - Vert turquoise;2,589
7610186271212;Craie CARAN D'ACHE Neopastel - Vert opale;2,589
7610186271229;Craie CARAN D'ACHE Neopastel - Vert bleuâtre;2,589
7610186271236;Craie CARAN D'ACHE Neopastel - Vert Véronèse;2,589
7610186271243;Craie CARAN D'ACHE Neopastel - Vert émeraude;2,589
7610186271250;Craie CARAN D'ACHE Neopastel - Jade;2,589
7610186271267;Craie CARAN D'ACHE Neopastel - Vert gris;2,589
7610186271274;Craie CARAN D'ACHE Neopastel - Vert prairie;2,589
7610186271281;Craie CARAN D'ACHE Neopastel - Vert mousse;2,589
7610186271298;Craie CARAN D'ACHE Neopastel - Vert foncé;2,589
7610186271304;Craie CARAN D'ACHE Neopastel - Vert jaune;2,589
7610186271311;Craie CARAN D'ACHE Neopastel - Vert tilleul;2,589
7610186271328;Craie CARAN D'ACHE Neopastel - Jaune citron;2,589
7610186271335;Craie CARAN D'ACHE Neopastel - Olive clair;2,589
7610186271342;Craie CARAN D'ACHE Neopastel - Olive foncé;2,589
7610186271359;Craie CARAN D'ACHE Neopastel - Bleu;2,589
7610186271366;Craie CARAN D'ACHE Neopastel - Rouge framboise;2,589
7610186271373;Craie CARAN D'ACHE Neopastel - Rouge rubis;2,589
7610186271380;Craie CARAN D'ACHE Neopastel - Orange solide;2,589
7610186271397;Craie CARAN D'ACHE Neopastel - Rouge pourpre;2,589
7610186271403;Craie CARAN D'ACHE Neopastel - Bleu gentiane;2,589
7610186271410;Craie CARAN D'ACHE Neopastel - Gris cendre;2,589
7610186271427;Craie CARAN D'ACHE Neopastel - Beige clair;2,589
7610186271434;Craie CARAN D'ACHE Neopastel - Beige;2,589
7610186271441;Craie CARAN D'ACHE Neopastel - Beige foncé;2,589
7610186271458;Craie CARAN D'ACHE Neopastel - Sépia;2,589
7610186271465;Craie CARAN D'ACHE Neopastel - Vert de Mai;2,589
7610186271472;Craie CARAN D'ACHE Neopastel - Crème;2,589
7610186271489;Craie CARAN D'ACHE Neopastel - Granit rose;2,589
7610186271496;Craie CARAN D'ACHE Neopastel - Gris ardoise;2,589
7610186271502;Craie CARAN D'ACHE Neopastel - Noir d'ivoire;2,589
7610186271519;Craie CARAN D'ACHE Neopastel - Bronze;2,589
7610186271526;Craie CARAN D'ACHE Neopastel - Argent;2,589
7610186271533;Craie CARAN D'ACHE Neopastel - Or;2,589
7610186271540;Craie CARAN D'ACHE Neocolor II - 7500.000;2,135
7610186271540;Craie CARAN D'ACHE Neocolor II - 7500.001 - Blanc;2,001
7610186271557;Craie CARAN D'ACHE Neocolor II - 7500.002 - Gris argenté;2,001
7610186271564;Craie CARAN D'ACHE Neocolor II - 7500.003 - Gris clair;2,001
7610186271588;Craie CARAN D'ACHE Neocolor II - 7500.005 - Gris;2,001
7610186271601;Craie CARAN D'ACHE Neocolor II - 7500.007 - Gris foncé;2,001
7610186271618;Craie CARAN D'ACHE Neocolor II - 7500.008 - Gris noir;2,001
7610186271625;Craie CARAN D'ACHE Neocolor II - 7500.009 - Noir;2,001
7610186271632;Craie CARAN D'ACHE Neocolor II - 7500.010 - Jaune;2,001
7610186271649;Craie CARAN D'ACHE Neocolor II - 7500.011 - Jaune lumière;2,001
7610186271656;Craie CARAN D'ACHE Neocolor II - 7500.020 - Jaune d'Or;2,001
7610186034220;Craie CARAN D'ACHE Neocolor II - 7500.028 - Terre de Tolède;2,001
7610186271687;Craie CARAN D'ACHE Neocolor II - 7500.030 - Orange;2,001
7610186271694;Craie CARAN D'ACHE Neocolor II - 7500.031 - Jaune paille;2,001
7610186271717;Craie CARAN D'ACHE Neocolor II - 7500.033 - Ocre d'Or;2,001
7610186271724;Craie CARAN D'ACHE Neocolor II - 7500.035 - Ocre;2,001
7610186034251;Craie CARAN D'ACHE Neocolor II - 7500.036 - Sienne naturelle;2,001
7610186271731;Craie CARAN D'ACHE Neocolor II - 7500.039 - Olive brunâtre;2,001
7610186034282;Craie CARAN D'ACHE Neocolor II - 7500.041 - Abricot;2,001
7610186034312;Craie CARAN D'ACHE Neocolor II - 7500.042 - Chair;2,001
7610186271755;Craie CARAN D'ACHE Neocolor II - 7500.045 - Brun Van Dyck;2,001
7610186271762;Craie CARAN D'ACHE Neocolor II - 7500.049 -Terre d'Ombre naturelle;2,001
7610186271779;Craie CARAN D'ACHE Neocolor II - 7500.050 - Rouge Orange;2,001
7610186271786;Craie CARAN D'ACHE Neocolor II - 7500.051 - Saumon;2,001
7610186034343;Craie CARAN D'ACHE Neocolor II - 7500.052 - Safran;2,001
7610186271793;Craie CARAN D'ACHE Neocolor II - 7500.055 - Cannelle;2,001
7610186271809;Craie CARAN D'ACHE Neocolor II - 7500.059 - Brun;2,001
7610186271816;Craie CARAN D'ACHE Neocolor II - 7500.060 - Vermillon;2,001
7610186271830;Craie CARAN D'ACHE Neocolor II - 7500.063 - Rouge Anglais;2,001
7610186271847;Craie CARAN D'ACHE Neocolor II - 7500.065 - Sanguine;2,001
7610186271854;Craie CARAN D'ACHE Neocolor II - 7500.069 - Terre de Sienne brulée;2,001
7610186271861;Craie CARAN D'ACHE Neocolor II - 7500.070 - Ecarlate;2,001
7610186271878;Craie CARAN D'ACHE Neocolor II - 7500.071 - Saumon rose;2,001
7610186271892;Craie CARAN D'ACHE Neocolor II - 7500.080 - Carmin;2,001
7610186271908;Craie CARAN D'ACHE Neocolor II - 7500.081 - Rose;2,001
7610186271922;Craie CARAN D'ACHE Neocolor II - 7500.090 - Pourpre;2,001
7610186036309;Craie CARAN D'ACHE Neocolor II - 7500.099 - Aubergine;2,001
7610186271939;Craie CARAN D'ACHE Neocolor II - 7500.100 - Violet Pourpre;2,001
7610186271946;Craie CARAN D'ACHE Neocolor II - 7500.110 - Lilas;2,001
7610186271953;Craie CARAN D'ACHE Neocolor II - 7500.111 - Mauve;2,001
7610186271960;Craie CARAN D'ACHE Neocolor II - 7500.120 - Violet;2,001
7610186271977;Craie CARAN D'ACHE Neocolor II - 7500.130 - Bleu Royal;2,001
7610186271984;Craie CARAN D'ACHE Neocolor II - 7500.131  - Bleu Pervenche;2,001
7610186271991;Craie CARAN D'ACHE Neocolor II - 7500.139 - Bleu indigo;2,001
7610186272004;Craie CARAN D'ACHE Neocolor II - 7500.140 - Bleu Outremer;2,001
7610186272011;Craie CARAN D'ACHE Neocolor II - 7500.141 - Bleu lavande;2,001
7610186036361;Craie CARAN D'ACHE Neocolor II - 7500.149 - Bleu Nuit;2,001
7610186272028;Craie CARAN D'ACHE Neocolor II - 7500.150 - Bleu Saphir;2,001
7610186272035;Craie CARAN D'ACHE Neocolor II - 7500.159 - Bleu de Prusse;2,001
7610186272042;Craie CARAN D'ACHE Neocolor II - 7500.160 - Bleu de Cobalt;2,001
7610186272059;Craie CARAN D'ACHE Neocolor II - 7500.161 - Bleu clair;2,001
7610186272073;Craie CARAN D'ACHE Neocolor II - 7500.171 - Bleu Turquoise;2,001
7610186272080;Craie CARAN D'ACHE Neocolor II - 7500.180 - Vert de Malachite;2,001
7610186272097;Craie CARAN D'ACHE Neocolor II - 7500.190 - Bleu verdâtre;2,001
7610186272103;Craie CARAN D'ACHE Neocolor II - 7500.191 - Vert Turquoise;2,001
7610186272127;Craie CARAN D'ACHE Neocolor II - 7500.201 - Vert Véronèse;2,001
7610186272134;Craie CARAN D'ACHE Neocolor II - 7500.210 - Vert émeraude;2,001
7610186272141;Craie CARAN D'ACHE Neocolor II - 7500.211 - Jade;2,001
7610186036545;Craie CARAN D'ACHE Neocolor II - 7500.212 - Vert Oxyde de Chrome;2,001
7610186272158;Craie CARAN D'ACHE Neocolor II - 7500.220 - Vert prairie;2,001
7610186272172;Craie CARAN D'ACHE Neocolor II - 7500.225 - Vert Mousse;2,001
7610186272189;Craie CARAN D'ACHE Neocolor II - 7500.229 - Vert foncé;2,001
7610186272196;Craie CARAN D'ACHE Neocolor II - 7500.230 - Vert jaune;2,001
7610186272202;Craie CARAN D'ACHE Neocolor II - 7500.231 - Vert Tilleul;2,001
7610186272219;Craie CARAN D'ACHE Neocolor II - 7500.240 - Jaune Citron;2,001
7610186272226;Craie CARAN D'ACHE Neocolor II - 7500.245 - Olive clair;2,001
7610186272233;Craie CARAN D'ACHE Neocolor II - 7500.249 - Olive foncé;2,001
7610186272240;Craie CARAN D'ACHE Neocolor II - 7500.250 - Jaune Canari;2,001
7610186272257;Craie CARAN D'ACHE Neocolor II - 7500.260 - Bleu;2,001
7610186272271;Craie CARAN D'ACHE Neocolor II - 7500.280 - Rouge Rubis;2,001
7610186036606;Craie CARAN D'ACHE Neocolor II - 7500.300 - Orange solide;2,001
7610186272301;Craie CARAN D'ACHE Neocolor II - 7500.403 - Beige;2,001
7610186272325;Craie CARAN D'ACHE Neocolor II - 7500.407 - Sépia;2,001
7610186272332;Craie CARAN D'ACHE Neocolor II - 7500.409 - Anthracite;2,001
7610186272356;Craie CARAN D'ACHE Neocolor II - 7500.497 - Bronze;2,001
7610186272363;Craie CARAN D'ACHE Neocolor II - 7500.498 - Argent;2,001
7610186272370;Craie CARAN D'ACHE Neocolor II - 7500.499 - Or;2,001
7610186036699;Craie CARAN D'ACHE Neocolor II - 7500.508 - Gris de Paynes;2,001
7610186036729;Craie CARAN D'ACHE Neocolor II - 7500.521 - Jaune Sahara;2,001
7610186036811;Craie CARAN D'ACHE Neocolor II - 7500.560 - Rouge de cadmium clair;2,001
7610186036842;Craie CARAN D'ACHE Neocolor II - 7500.589 - Alizarine cramoisi;2,001
7610186036965;Craie CARAN D'ACHE Neocolor II - 7500.661 - Bleu de Cobalt clair;2,001
7610186036996;Craie CARAN D'ACHE Neocolor II - 7500.710 - Vert phtalocyanine;2,001
7610186037023;Craie CARAN D'ACHE Neocolor II - 7500.720 - Vert brillant;2,001
7610186037085;Craie CARAN D'ACHE Neocolor II - 7500.730 - Vert de Chine;2,001
7610186243103;Boite pastel à la cire aquarelle CARAN D'ACHE - Neocolor II - 10 pastels à la cire 7500.310 (Métal);18,605
7610186243158;Boite pastel à la cire aquarelle CARAN D'ACHE - Neocolor II - 15 pastels à la cire 7500.315 (Métal);29,241
7610186243301;Boite pastel à la cire aquarelle CARAN D'ACHE - Neocolor II - 30 Pastels à la cire 7500.330 (Métal);54,925
7610186243400;Boite pastel à la cire aquarelle CARAN D'ACHE - Neocolor II - 40 Pastels à la cire 7500.340 (Métal);80,627
7610186025020;Porte-mine CARAN D'ACHE Fixpencil - 3 mm - 3.288 - Noir (Bouchon/Bleu,Rouge,Noir);31,327
7610186025259;Porte-mine CARAN D'ACHE Fixpencil - 2 mm  - 22.288 - Noir (Bouchon/Rouge,Bleu,Vert);28,090
7610186760310;Mine CARAN D'ACHE Technographe - 3 mm - Etui de 6 mines (6377.35.);17,737
7610186760327;Mine CARAN D'ACHE Technographe - 3 mm - Etui de 6 mines (6377.35.)- Mine: 3B;17,737
7610186760334;Mine CARAN D'ACHE Technographe - 3 mm - Etui de 6 mines 6377.35.) - Mine: 6B;17,737
7610186760310;Mine CARAN D'ACHE Technographe - 3 mm - Etui de 6 mines (6377.35.) - Mine: HB;17,737
7610186760143;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..).....;28,829
7610186760143;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine: 2B;28,829
7610186760013;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine: 2H;28,829
7610186760150;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine:3B;28,829
7610186760181;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine: 3H;28,829
7610186760198;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine: 4H;28,829
7610186760136;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine: B;28,829
7610186760167;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine: F;28,829
7610186760174;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine: H;28,829
7610186760488;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 12 mines (6077.2..) - Mine: HB;28,829
7610186760495;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 3 mines (6077.4..).....;6,646
7610186760501;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 3 mines (6077.453) - 2B;6,646
7610186760518;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 3 mines (6077.453) - 3B;6,646
7610186760495;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 3 mines (6077.451) - B;6,646
761018676;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 3 mines (6077.450) - HB;6,646
7610186020063;Mine CARAN D'ACHE Technographe - 2 mm - Etui de 4 mines de couleurs (6077.786);22,183
;Châssis nu ordinaire CF - F: 0;5,012
;Châssis nu ordinaire CF - F: 0 Figure (18 x 14 cm);5,012
;Châssis nu ordinaire CF - F: 0 Marine (18 x 10 cm);5,012
;Châssis nu ordinaire CF - F: 0 Paysage (18 x 12 cm);5,012
;Châssis nu ordinaire CF - F: 01;5,012
;Châssis nu ordinaire CF - F: 01 Figure  (22 x 16 cm);5,012
;Châssis nu ordinaire CF - F: 01 Marine (22 x 12 cm);5,012
;Châssis nu ordinaire CF - F: 01 Paysage (22 x 14 cm);5,012
;Châssis nu ordinaire CF - F: 02;5,012
;Châssis nu ordinaire CF - F: 02 Figure (24 x 19 cm);5,012
;Châssis nu ordinaire CF - F: 02 Marine (24 x 14 cm);5,012
;Châssis nu ordinaire CF - F: 02 Paysage (24 x 16 cm);5,012
;Châssis nu ordinaire CF - F: 03;5,280
;Châssis nu ordinaire CF - F: 03 Figure (27 x 22 cm);5,280
;Châssis nu ordinaire CF - F: 03 Marine (27 x 16 cm);5,280
;Châssis nu ordinaire CF - F: 03 Paysage (27 x 19 cm);5,280
;Châssis nu ordinaire CF - F: 04;6,319
;Châssis nu ordinaire CF - F: 04 Figure (33 x 24 cm);6,319
;Châssis nu ordinaire CF - F: 04 Marine (33 x 19 cm);6,319
;Châssis nu ordinaire CF - F: 04 Paysage (33 x 22 cm);6,319
;Châssis nu ordinaire CF - F: 05;6,648
;Châssis nu ordinaire CF - F: 05 Figure (35 x 27 cm);6,648
;Châssis nu ordinaire CF - F: 05 Marine (35 x 22 cm);6,648
;Châssis nu ordinaire CF - F: 05 Paysage (35 x 24 cm);6,648
;Châssis nu ordinaire CF - F: 06;7,190
;Châssis nu ordinaire CF - F: 06 Figure (41 x 33 cm);7,190
;Châssis nu ordinaire CF - F: 06 Marine (41 x 24 cm);7,190
;Châssis nu ordinaire CF - F: 06 paysage (41 x 27 cm);7,190
;Châssis nu ordinaire CF - F: 08;9,012
;Châssis nu ordinaire CF - F: 08 Figure (46 x 38 cm);9,012
;Châssis nu ordinaire CF - F: 08 Marine (46 x 27 cm);9,012
;Châssis nu ordinaire CF - F: 08 Paysage (46 x 33 cm);9,012
;Châssis nu ordinaire CF - F: 10;11,426
;Châssis nu ordinaire CF - F: 10 Figure (55 x 46 cm);11,426
;Châssis nu ordinaire CF - F: 10 Marine (55 x 33 cm);11,426
;Châssis nu ordinaire CF - F: 10 Paysage (55 x 38 cm);11,426
;Châssis nu ordinaire CF - F: 12;11,984
;Châssis nu ordinaire CF - F: 12 Figure (61 x 50 cm);11,984
;Châssis nu ordinaire CF - F: 12 Marine (61 x 38 cm);11,984
;Châssis nu ordinaire CF - F: 12 Paysage (61 x 46 cm);11,984
;Châssis nu ordinaire CF - F: 15;13,149
;Châssis nu ordinaire CF - F: 15 Figure (65 x 54 cm);13,149
;Châssis nu ordinaire CF - F: 15 Marine (65 x 46 cm);13,149
;Châssis nu ordinaire CF - F: 15 Paysage (65 x 50 cm);13,149
;Châssis nu ordinaire CF - F: 20;16,613
;Châssis nu ordinaire CF - F: 20 Figure (73 x 60 cm);16,613
;Châssis nu ordinaire CF - F: 20 Marine (73 x 50 cm);16,613
;Châssis nu ordinaire CF - F: 20 paysage (73 x 54 cm);16,613
;Châssis nu ordinaire CF - F: 25;19,420
;Châssis nu ordinaire CF - F: 25 Figure (81 x 65 cm);19,420
;Châssis nu ordinaire CF - F: 25 Marine (81 x 54 cm);19,420
;Châssis nu ordinaire CF - F: 25 Paysage (81 x 60 cm);19,420
;Châssis nu ordinaire CF - F: 30;26,266
;Châssis nu ordinaire CF - F: 30 Figure (92 x 73 cm);26,266
;Châssis nu ordinaire CF - F: 30 Marine (92 x 60 cm);26,266
;Châssis nu ordinaire CF - F: 30 Paysage (92 x 65 cm);26,266
;Châssis nu ordinaire CF - F: 40;32,602
;Châssis nu ordinaire CF - F: 40 Figure (100 x 81 cm);32,602
;Châssis nu ordinaire CF - F: 40 Marine (100 x 73 cm);32,602
;Châssis nu ordinaire CF - F: 40 Paysage (100 x 65 cm);32,602
;Châssis nu ordinaire CF - F: 50;56,947
;Châssis nu ordinaire CF - F: 50 Figure (116 x 89 cm);56,947
;Châssis nu ordinaire CF - F: 50 Marine (116 x 73 cm);56,947
;Châssis nu ordinaire CF - F: 50 Paysage (116 x 81 cm);56,947
;Châssis nu ordinaire CF - F: 60;69,653
;Châssis nu ordinaire CF - F: 60 Figure (130 x 97 cm);69,653
;Châssis nu ordinaire CF - F: 60 Marine (130 x 81 cm);69,653
;Châssis nu ordinaire CF - F: 60 paysage (130 x 89 cm);69,653
;Châssis nu ordinaire CF - F: 80;78,780
;Châssis nu ordinaire CF - F: 80 Figure (146 x 114 cm);78,780
;Châssis nu ordinaire CF - F: 80 Marine (146 x 89 cm);78,780
;Châssis nu ordinaire CF - F: 80 Paysage (146 x 97 cm);78,780
;Châssis nu ordinaire CF - F: 100;95,902
;Châssis nu ordinaire CF - F: 100 Figure (162 x 130 cm);95,902
;Châssis nu ordinaire CF - F: 100 Marine (162 x 97 cm);95,902
;Châssis nu ordinaire CF - F: 100 Paysage (162 x 114 cm);95,902
;Châssis nu ordinaire CF - F: 120;108,477
;Châssis nu ordinaire CF - F: 120 Figure (195 x 130 cm);108,477
;Châssis nu ordinaire CF - F: 120 Marine (195 x 97 cm);108,477
;Châssis nu ordinaire CF - F: 120 Paysage (195 x 114 cm);108,477
;Châssis nu ordinaire CF - F: 20 x 20 cm;4,908
;Châssis nu ordinaire CF - F: 30 x 30  cm;6,648
;Châssis nu ordinaire CF - F: 40 x 20 cm;6,648
;Châssis nu ordinaire CF - F: 40 x 40 cm;9,012
7610186572999;Porte-mine CARAN D'ACHE Fixpencil - 2 mm  - 884.299 - Couleurs aux choix: Rouge, Bleu, Vert;2,592
;Châssis nu ordinaire CF - F: 50 x 50 cm;11,426
;Châssis nu ordinaire CF - F: 60 x 20 cm;9,012
;Châssis nu ordinaire CF - F: 60 x 30 cm;11,426
;Châssis nu ordinaire CF - F: 60 x 60 cm;19,420
;Châssis nu ordinaire CF - F: 40 x 80 cm;16,597
;Châssis nu ordinaire CF - F: 80 x 80 cm;30,435
